Title,Advertisement No,Date,Download Link
"Assistant Inspector of Motor Vehicle, Class-3, Ports and Transport Department",52/2024-25,13-05-2025 04:29 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-52-202425.pdf
"Horticulture Officer, Class-2, Gujarat Horticulture Service, Agriculture, Farmers Welfare and Co-operation",106/2024-25,09-05-2025 06:18 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-106-202425.pdf
"Deputy Executive Engineer Electrical, Class-2, Road and Building Department",112/2024-25,08-05-2025 05:16 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-112-202425.pdf
"Lady Officer, Industrial Safety and Health, Gujarat Industrial Safety and Health Service, Class-2",105/2024-25,08-05-2025 05:16 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-105-202425.pdf
"Lecturer in Physiotherapy, General State Service, Class-2",104/2024-25,08-05-2025 05:14 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-104-202425.pdf
"Deputy Nursing Superintendent, Gujarat Nursing Service, Class-2",103/2024-25,08-05-2025 05:13 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-103-202425.pdf
"Gujarat Engineering Service (Civil), Class-1 and Class-2,Road & Buillding Department",126/2024-25,06-05-2025 05:25 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK_51-126-202425.pdf
"Gujarat Engineering Service (Civil), Class-1 and Class-2, Narmada and Water Resources, Water Supply and Kalpsar Department and Road & Building Department",51/2024-25,06-05-2025 05:25 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK_51-126-202425.pdf
"Gujarat Water Supply and Sewerage Board Engineering Service (Mechanical)-Executive Engineer (Mechanical), Class-1 and Deputy Executive Engineer (Mechanical), Class-2 (GWSSB)",78/2024-25,06-05-2025 05:24 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-78-202425.pdf
"Gujarat Water Supply and Sewerage Board Engineering Service (Civil)-Executive Engineer (Civil), Class-1 and Deputy Executive Engineer (Civil), Class-2 (GWSSB)",77/2024-25,06-05-2025 05:24 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-77-202425.pdf
"Gujarat Administrative Service, Class-1, Gujarat Civil Services, Class-1 & Class-2 & Gujarat Municipal Chief Officer Service, Class-2",240/2024-25,24-04-2025 06:56 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-240-2024-25_(3).pdf
"Assistant Charity Commissioner, Class-1",125/2024-25,21-04-2025 11:11 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/1114794_PAK-16-03-2025c.pdf
"Child Marriage Prevention Officer cum District Social Defence Officer, GSS, Class-2",124/2024-25,21-04-2025 11:10 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/1114794_PAK-16-03-2025c.pdf
"Taluka Primary Education Officer,  Class-2",123/2024-25,21-04-2025 11:08 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/1114794_PAK-16-03-2025c.pdf
"Deputy Director Of Agriculture And The District Agriculture Officer, Class -1, Agriculture Farmers Welfare And Co-Operation Department",122/2024-25,21-04-2025 11:07 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/1114794_PAK-16-03-2025c.pdf
"Assistant Director Of Agriculture, Class -2,  Agriculture Farmers Welfare and Co-Operation Department",121/2024-25,21-04-2025 11:07 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/1114794_PAK-16-03-2025c.pdf
"Assistant Manager, Class-2, Industries and Mines",120/2024-25,21-04-2025 11:06 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/1114794_PAK-16-03-2025c.pdf
"Assistant Director, Class-2, GSS, Industries and Mines",119/2024-25,21-04-2025 11:02 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/1114794_PAK-16-03-2025c.pdf
"Deputy Director, Class-1, Gujarat Statistical Service, General Administration Department",118/2024-25,21-04-2025 11:02 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/1114794_PAK-16-03-2025c.pdf
"Manager, Grade-1, Class-2, Road and Building Department",115/2024-25,21-04-2025 11:01 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/1114794_PAK-16-03-2025c.pdf
"Assistant Engineer (Civil), Class-2, Road and Building Department",113/2024-25,21-04-2025 11:01 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/1114794_PAK-16-03-2025c.pdf
"Assistant Engineer (Civil), Class-2, Narmada Water Resources, Water Supply and Kalpsar Department",111/2024-25,21-04-2025 11:00 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/1114794_PAK-16-03-2025c.pdf
"ICT Officer, Class-2, Department of Science and Technology",110/2024-25,21-04-2025 11:00 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/1114794_PAK-16-03-2025c.pdf
"Deputy Director (IT), Class-1, Department of Science and Technology",109/2024-25,21-04-2025 10:59 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/1114794_PAK-16-03-2025c.pdf
"Assistant Director (IT), Class-1, Department of Science and Technology",108/2024-25,21-04-2025 10:59 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/1114794_PAK-16-03-2025c.pdf
"Lady Officer, Industrial Safety and Health, Gujarat Industrial Safety and Health Service, Class-2",105/2024-25,21-04-2025 10:58 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/1114794_PAK-16-03-2025c.pdf
"Lecturer in Physiotherapy, General State Service, Class-2",104/2024-25,21-04-2025 10:58 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/1114794_PAK-16-03-2025c.pdf
"Assistant Engineer (Civil), Class-2, Narmada Water Resources, Water Supply and Kalpsar Department",81/2024-25,21-04-2025 10:57 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/1114794_PAK-16-03-2025c.pdf
"Assistant Engineer (Civil), Class-2, Road and Building Department",73/2024-25,21-04-2025 10:56 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/1114794_PAK-16-03-2025c.pdf
"Deputy Section Officer (Legal Side), Class-3",67/2024-25,21-04-2025 10:56 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/1114794_PAK-16-03-2025c.pdf
"Additional Assistant Engineer (Electrical), Class-3, Gandhinagar Municipal Corporation",56/2024-25,21-04-2025 10:55 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/1114794_PAK-16-03-2025c.pdf
"Additional Assistant Engineer (Civil), Class-3, Gandhinagar Municipal Corporation",55/2024-25,21-04-2025 10:53 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/1114794_PAK-16-03-2025_(1).pdf
"State Tax Inspector, Class-3",154/2024-25,09-04-2025 05:39 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-154-2024-25.pdf
"Additional Assistant Engineer (Civil), Class-3, Gandhinagar Municipal Corporation",55/2024-25,03-04-2025 04:00 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-55-202425.pdf
"Deputy Section Officer (Legal Side), Class-3",67/2024-25,02-04-2025 06:08 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-67-202425.pdf
"Additional Assistant Engineer (Electrical), Class-3, Gandhinagar Municipal Corporation",56/2024-25,02-04-2025 06:07 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-56-202425.pdf
"Gujarat Medical Service, Class-2, Medical Officer Class-2, Insurance Medical Officer(Allopathy), Class-2  and Tutor of Various Subject, Class-2",82/2024-25,02-04-2025 06:06 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-82-202425.pdf
"Associate Professor, Oral Pathology and Microbiology, Class-1 (Dental)",65/2024-25,27-03-2025 04:14 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-65-202425.pdf
"Associate Professor, Periodontology, Class-1 (Dental)",64/2024-25,27-03-2025 04:14 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-64-202425.pdf
"Associate Professor, Oral and Maxillofacial Surgery, Class-1(Dental)",62/2024-25,27-03-2025 04:13 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-62-202425.pdf
"Associate Professor, Conservative Dentistry and Endodontics, Class-1 (Dental)",60/2024-25,27-03-2025 04:13 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-60-202425.pdf
"Office Superintendent, Class-2, Narmada, Water Resources, Water Supply & Kalpasar Department",72/2024-25,26-03-2025 03:33 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-70-72-202425.pdf
"Administrative Officer, Class-2, Health and Family Welfare Department",70/2024-25,26-03-2025 03:33 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-70-72-202425.pdf
"Assistant Law Officer, Class-2 (GPCB)",80/2024-25,25-03-2025 04:37 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-80-202425.pdf
"Assistant Research Officer, Class-2,Narmada, Water Resources, Water Supply & Kalpasar Department",75/2024-25,25-03-2025 04:36 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-75-202425.pdf
"Assistant Director (Homoeopathy), Class-1,General State Service",69/2024-25,25-03-2025 04:35 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-69-202425.pdf
"Principal, Government Ideal Residential Schools, (Directorate of  Developing Castes Welfare), Class-2",76/2024-25,25-03-2025 04:34 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-76-202425.pdf
"Associate Professor, Public Health Dentistry, Class-1 (Dental)",66/2024-25,20-03-2025 04:26 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-66-202425.pdf
"Associate Professor, Orthodontics and DentoFacial Orthopaedics, Class-1 (Dental)",63/2024-25,20-03-2025 04:25 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-63-202425.pdf
"Associate Professor, Paedodontics (Paediatric) and Preventive Dentistry, Class-1 (Dental)",61/2024-25,20-03-2025 04:25 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-61-202425.pdf
"Associate Professor, Prosthodontics and Crown and Bridge, Class-1 (Dental)",59/2024-25,20-03-2025 04:24 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-59-202425.pdf
"Assistant Controller of Legal Metrology and Assistant Consumer Affairs Officer, GSS, Class-2",50/2024-25,19-03-2025 05:09 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-50-202425.pdf
"Assistant Director, Horticulture, Class-2, Agriculture and Co-operative Department",49/2024-25,17-03-2025 06:13 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-49-202425.pdf
"Scientific Officer (Physics Group), Class-2, Director of Forensic Science, Home Department",48/2024-25,11-03-2025 04:40 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-48-202425.pdf
"Deputy Executive Engineer (Mechanical), Class-2",47/2024-25,11-03-2025 04:39 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-47-202425.pdf
"Motor Vehicle Prosecutor, Class-2, Ports and Transport Department",71/2024-25,04-03-2025 05:17 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-71-2024-25.pdf
"District Maleria Officer, Class-2, Gujarat Public Health Service",68/2024-25,04-03-2025 05:17 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-68-2024-25.pdf
"Principal, Gujarat Nursing Service, Class-1, Health & Family Welfare Department",101/2024-25,27-02-2025 05:59 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-101-2024-25.pdf
"Assistant Professor, Oral Medicine and Radiology, Class-1 (Dental)",58/2024-25,27-02-2025 05:58 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-58-2024-25.pdf
"Assistant Professor, Paedodontics (Paediatric) and Preventive Dentistry, Class-1 (Dental)",57/2024-25,27-02-2025 05:57 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-57-2024-25.pdf
"Assistant Engineer (Mechanical), Class-2 Narmada Water Resources , Water Supply and Kalpsar Department",36/2024-25,27-02-2025 05:56 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-36-2024-25.pdf
"Radiologist, Class-1, Employees State Insurance Scheme",100/2024-25,24-02-2025 12:44 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-100-2024-25.pdf
"Orthopaedic Surgeon, Class-1, Employees State Insurance Scheme",99/2024-25,24-02-2025 12:43 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-99-2024-25.pdf
"Gynaecologist, Class-1, Employees State Insurance Scheme",98/2024-25,24-02-2025 12:42 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-98-2024-25.pdf
"Physician, Class-1, Employees State Insurance Scheme",97/2024-25,24-02-2025 12:42 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-97-2024-25.pdf
"Associate Professor, Surgical Gastroenterology, General State Service, Class-1",96/2024-25,24-02-2025 12:41 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-96-2024-25.pdf
"Associate Professor, Neuro Surgery, General State Service, Class-1",95/2024-25,24-02-2025 12:40 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-95-2024-25.pdf
"Associate Professor, Cardiology, General State Service, Class-1",94/2024-25,24-02-2025 12:39 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-94-2024-25.pdf
"Anesthetist (Specialist Service), Class-1, Gujarat Health and Medical Service, Health and Family Welfare Department",89/2024-25,20-02-2025 05:54 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-89-202425.pdf
"Radiologist (Specialist Service), Class 1, Gujarat Health and Medical Services, Health and Family Welfare Department",88/2024-25,20-02-2025 05:53 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-88-202425.pdf
"Dermatologist (Specialist Service), Class-1, Gujarat Health and Medical Service, Health and Family Welfare Department",87/2024-25,20-02-2025 05:52 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-87-202425.pdf
"Orthopaedic Surgeon (Specialist Service), Class-1, Gujarat Health and Medical Service, Health and Family Welfare",86/2024-25,20-02-2025 05:52 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-86-202425.pdf
"Gynaecologist (Specialist Service), Class-1, Gujarat Health and Medical Service, Health and Family Welfare Departnement",85/2024-25,20-02-2025 05:51 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-85-202425.pdf
"Physician (Specialist Service), Class-1, Gujarat Health and Medical Service, Health and Family Welfare Deapartment",84/2024-25,20-02-2025 05:50 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-84-202425.pdf
"General Surgeon(Specialist Service), Class-1, Gujarat Health and Medical Service, Health and Family Welfare Deapartment",83/2024-25,20-02-2025 05:50 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-83-202425.pdf
"Assistant Engineer (Mechanical), Class-2, Gandhinagar Municipal Corporation",39/2024-25,10-02-2025 05:59 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-39-202425.pdf
"Additional City Engineer (Civil), Class-1, Gandhinagar Municipal Corporation",38/2024-25,10-02-2025 05:42 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-38-202425.pdf
"Additional Assistant Engineer (Mechanical), Class-3, Gandhinagar Municipal Corporation",34/2024-25,07-02-2025 04:04 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKG-22-01-2025.pdf
"Assistant Manager, Class-3 (GSCSCL)",29/2024-25,07-02-2025 04:03 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKG-22-01-2025.pdf
"Assistant Manager, Class-3 (GSCSCL)",29/2024-25,03-02-2025 06:11 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-29-202425.pdf
"Assistant Professor, Public Health Dentistry, Class-1 (Dental)",46/2024-25,31-01-2025 03:51 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-46-2024-25.pdf
"Assistant Professor, Oral Pathology and Microbiology, Class-1 (Dental)",45/2024-25,31-01-2025 03:51 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-45-2024-25.pdf
"Assistant Professor, Oral and Maxillofacial Surgery, Class-1(Dental)",42/2024-25,31-01-2025 03:50 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-42-2024-25.pdf
"Assistant Professor, Orthodontics and DentoFacial Orthopaedics, Class-1 (Dental)",43/2024-25,29-01-2025 05:45 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-43-2024-25.pdf
"Assistant Professor, Conservative Dentistry and Endodontics, Class-1 (Dental)",41/2024-25,29-01-2025 05:44 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-41-2024-25.pdf
"Assistant Professor, Periodontology, Class-1 (Dental)",44/2024-25,24-01-2025 06:45 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-44-202425.pdf
"Assistant Professor, Prosthodontics and Crown and Bridge, Class-1 (Dental)",40/2024-25,24-01-2025 06:44 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-40-202425.pdf
"Station Officer, Class-3, Gandhinagar Municipal Corporation",35/2024-25,18-01-2025 12:51 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-35-2024-25.pdf
"Additional Assistant Engineer (Mechanical), Class-3, Gandhinagar Municipal Corporation",34/2024-25,18-01-2025 12:50 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-34-2024-25.pdf
"Assistant Engineer (Civil), Class-2, Gandhinagar Municipal Corporation",30/2024-25,18-01-2025 12:49 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-30-2024-25.pdf
"Health Officer, Class-2, Gandhinagar Municipal Corporation",33/2024-25,17-01-2025 03:20 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-33-2024-25.pdf
"Junior Town Planner, Class-2, Gandhinagar Municipal Corporation",32/2024-25,17-01-2025 03:19 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-32-2024-25.pdf
"Assistant Engineer (Electrical), Class-2, Gandhinagar Municipal Corporation",31/2024-25,17-01-2025 03:19 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-31-2024-25.pdf
"Insurance Medical Officer (Ayurved), Class-2, Gujarat Ayurved Service, ESIS",21/2024-25,17-01-2025 03:18 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-21-2024-25.pdf
"State Tax Inspector, Class-3",28/2024-25,16-01-2025 01:58 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-28-202425-16-01-2025.pdf
"Station Officer, Class-3, Gandhinagar Municipal Corporation",35/2024-25,13-01-2025 03:47 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-35-2024-25.pdf
"Additional Assistant Engineer (Mechanical), Class-3, Gandhinagar Municipal Corporation",34/2024-25,13-01-2025 03:44 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-34-2024-25.pdf
"Assistant Engineer (Civil), Class-2, Gandhinagar Municipal Corporation",30/2024-25,13-01-2025 03:44 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-30-2024-25.pdf
"Health Officer, Class-2, Gandhinagar Municipal Corporation",33/2024-25,13-01-2025 01:41 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-33-2024-25.pdf
"Junior Town Planner, Class-2, Gandhinagar Municipal Corporation",32/2024-25,13-01-2025 01:41 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-32-2024-25.pdf
"Assistant Engineer (Electrical), Class-2, Gandhinagar Municipal Corporation",31/2024-25,13-01-2025 01:40 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-31-2024-25.pdf
"Insurance Medical Officer (Ayurved), Class-2, Gujarat Ayurved Service, ESIS",21/2024-25,13-01-2025 01:40 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-21-2024-25.pdf
"State Tax Inspector, Class-3",28/2024-25,03-01-2025 12:54 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-28-202425-02-01-2025.pdf
"Pathologist (Specialist Service), Class 1, Health and Medical Services",24/2024-25,01-01-2025 01:13 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-24-2024-25.pdf
"Lecturer (Senior Scale), Gujarat Nursing Services, Class-1",23/2024-25,21-12-2024 04:53 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/CPAK-23-202425.pdf
"Pathologist, Class-1, Employees State Insurance Scheme",27/2024-25,20-12-2024 05:06 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-27-2024-25.pdf
"Scientific Officer (Forensic Psychology Group), Class-2",19/2024-25,20-12-2024 05:05 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-19-2024-25.pdf
"Lecturer (Selection Scale), Gujarat Nursing Services, Class-1",22/2024-25,19-12-2024 11:55 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-22-2024-25.pdf
"Microbiologist (Specialist Service),  Class 1, Health and Medical Services",26/2024-25,18-12-2024 06:06 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-_26-2024-25.pdf
"Psychiatrist (Specialist Service),  Class 1, Health and Medical Services",25/2024-25,18-12-2024 06:04 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-_25-2024-25.pdf
"Technical Advisor, Class-1 in the General State Service,under the Climate Change Department",20/2024-25,18-12-2024 06:03 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-_20-2024-25.pdf
"Deputy Director of  Horticulture, Class-1, Agriculture, Farmers Welfare and Co-operation Department",18/2024-25,18-12-2024 06:03 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-18-2024-25.pdf
"Principal, Class-2",13/2024-25,26-11-2024 04:40 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-13-2024-25.pdf
"Fire Officer, Class -2 Gandhinagar Municipal Corporation",11/2024-25,25-11-2024 05:22 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-11-2024-25.pdf
"Jailor Group-I (Male), Class-2 in the Gujarat State Jail Service under Home Department",14/2024-25,19-11-2024 06:01 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-14-2024-25.pdf
"Food Inspector/Food Safety Officer, Class-3, Gandhinagar Municipal Corporation",8/2024-25,19-11-2024 06:01 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-08-2024-25.pdf
"Chief Fire Officer, Class-1, Gandhinagar Municipal Corporation",10/2024-25,13-11-2024 05:42 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-10-2024-25.pdf
"Designated Officer, Class-2, Gandhinagar Municipal Corporation",6/2024-25,13-11-2024 05:42 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-06-2024-25.pdf
"Office Superintendent/Vigilance Officer, Class-3, Gandhinagar Municipal Corporation",9/2024-25,29-10-2024 12:52 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK9-202425.pdf
"Horticultural Supervisor, Class-3, Gandhinagar Municipal Corporation",7/2024-25,29-10-2024 12:51 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-7-202425.pdf
"Clinical Psychologist, Class-2",16/2024-25,21-10-2024 05:31 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-16-202425.pdf
"Deputy Chief State Examiner of Questioned Documents, Class-2 under Home Department",15/2024-25,21-10-2024 05:31 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-15-202425.pdf
"Superintending Engineer (Soil, Drainage and Reclamation), Class-1,  Narmada, Water Resources, Water Supply and Kalpsar Department",2/2024-25,21-10-2024 05:30 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-02-202425.pdf
"Seed Officer, Class-2 (GSSCL)",12/2024-25,17-10-2024 05:52 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-12-2024-25.pdf
"Assistant Research Officer, Class-2 (GWRDC)",4/2024-25,17-10-2024 05:51 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-04-2024-25.pdf
"Executive Engineer (Civil), Class-1 (GWRDC)",3/2024-25,17-10-2024 05:50 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-03-2024-25.pdf
"Deputy Executive Engineer (Mechanical), Class-2 (GWRDC)",48/2023-24,06-08-2024 04:18 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-48-2023-24.pdf
"Scientific Officer (Biology), Class-2, Home Department",45/2023-24,06-08-2024 04:16 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-45-2023-24.pdf
"Drugs Inspector, Gujarat Drugs Service, Class-II",55/2023-24,26-07-2024 04:16 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-55-202324.pdf
"Deputy Soil Survey Officer, Class-II, Under Narmada Water Resources, Water Supply and Kalpsar Department",54/2023-24,22-07-2024 05:48 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-54-202324.pdf
"Archaeological Chemist, Class-2 under the Directorate of Archaeology and Museum",11/2023-24,22-07-2024 05:48 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-11-202324.pdf
"Junior Geologist, Class-3 (GWRDC)",51/2023-24,09-07-2024 05:41 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-51-2023-24.pdf
"Additional Assistant Engineer (Civil), Class-3, Gandhinagar Municipal Corporation",68/2023-24,08-07-2024 05:51 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-68-2023-24.pdf
"Senior Scientific Assistant, Class-3, (GWRDC)",52/2023-24,08-07-2024 05:51 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-52-2023-24.pdf
"Additional Assistant Engineer (Civil), Class-3 (GWRDC)",50/2023-24,01-07-2024 06:31 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-50-202324.pdf
"Additional Assistant Engineer (Mechanical), Class-3 (GWRDC)",49/2023-24,01-07-2024 06:30 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-49-202324.pdf
"Superintendent of Fisheries , Class-2, Commissionerate of Fisheries",66/2023-24,15-06-2024 06:39 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK_66-2023-24_14-06-2024.pdf
